bikeid,fdpre,fname,ftype,length_m,facility2008,facility2009,facility2010,facility2011,facility2012,facility2013
717551,,,,5.10679333398715,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
105672,NW,SALTZMAN,RD,66.57199747621,,,,,,
717582,,,,320.032626217135,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
717682,,,,57.699115482102,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
717683,,,,198.429064387593,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
717684,,,,152.532269744678,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
717957,,,,8.71240294339229,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
193157,,,,61.2802126103188,,,,,,
198651,,,,48.5760877366594,,,,,,
185253,SE,MARTIN LUTHER KING JR,BLVD,25.3424734260775,,,,,,
198987,N,DENVER,AVE,62.4291741650634,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
191583,,,,61.8930582732172,,,,,,
160604,SE,MARTIN LUTHER KING JR BLVD-MADISON ST,RAMP,158.22908740555,,,,,,
198647,,,,34.0983117086262,,,,,,
192348,NE,COLUMBIA BLVD-33RD DR,RAMP,129.225555321919,OTH-SWLK,OTH-SWLK,OTH-SWLK,OTH-SWLK,OTH-SWLK,OTH-SWLK
112842,NW,SALADA,PL,67.5560477334213,,,,,,
140511,,I405,FWY,166.934958191735,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
140918,,I5,FWY,125.874876479639,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
193474,,,,670.064561134853,,,,,,
195977,,,,107.133729539776,,,,,,
119190,SE,ELLIOT AVE-SPRUCE AVE,ALY,221.185618818362,,,,,,
901196639,,,,63.3695183937512,,,,,,
119778,,,,49.3737186206085,,,,,,
119972,,,,81.6579447757429,,,,,,
120749,SW,GROVER,ST,45.7203518495289,,,,,,
161043,,,,142.656128774568,,,,,,
194948,,,,185.273195527521,,,,,,
197037,,,,36.7168285996629,,,,,,
196931,,,,72.6143685871781,,,,,,
704638,,,,57.8500788585341,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
132791,,I5,FWY,396.96747786392,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
132850,,I205,FWY,1324.11399255501,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
132853,,I5,FWY,274.444856027153,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
132945,,I205,FWY,263.559752991009,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
132947,,I205,FWY,264.788922066334,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133116,,I205,FWY,310.239465989295,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
196772,N,RIVER,ST,25.753214923274,,,,,,
196653,,,,113.348881707911,,,,,,
133121,,I5,FWY,150.480880552968,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133123,,I5,FWY,91.490525949603,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
185292,,,,73.6703779047905,,,,,,
133179,NE,I205 FWY-AIRPORT WAY,RAMP,507.181398615234,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133180,,I205,FWY,253.884066625913,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133188,,I205,FWY,20.1719177616984,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133220,,I205,FWY,61.4177009883374,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133222,,I205,FWY,50.2322328294062,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133257,,I205,FWY,112.389676158592,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133328,,I205,FWY,307.003258009633,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133349,,I205,FWY,379.791812290175,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133443,,I205,FWY,63.310281324706,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
195568,,,,143.496284112868,,,,,,
133450,,I205,FWY,118.02476872706,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
196188,,,,49.5259057014348,,,,,,
132782,,I5,FWY,624.728903386283,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133589,,I205,FWY,364.33230637732,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133104,NE,AIRPORT WAY-I205 FWY,RAMP,330.925538140994,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133441,NE,I205 FWY-KILLINGSWORTH ST,RAMP,237.087232273201,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133627,,I205,FWY,78.3670964061197,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133670,,I205,FWY,63.5136490098063,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
133674,,I205,FWY,66.141467932343,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
718322,,,,272.228387376516,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
718846,,,,14.1474801949012,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
134618,,I205,FWY,541.035715393551,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
134771,,I5,FWY,133.383024948512,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
135467,NW,HWY 30,,169.922546345032,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
135599,NE,I5 FWY-BROADWAY,RAMP,111.035058174393,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
136223,NE,SANDY BLVD-I84 FWY,RAMP,449.839943515797,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
134787,,I405,FWY,16.5500154122497,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
134791,,I405,FWY,30.0204489688912,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
134845,,I405,FWY,79.7416895544191,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
194315,,,,159.463401244417,,,,,,
135042,,I205,FWY,754.352806225534,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
135172,,I84,FWY,496.621975874074,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
135188,,I5,FWY,303.71122782382,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
135274,,I5,FWY,158.764880887588,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
135460,,I5,FWY,157.788935429805,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
135806,NW,HWY 30-I405 FWY,RAMP,96.8060214450297,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
135832,NW,I405 FWY-HWY 30,RAMP,37.9906486875664,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
135836,,I405,FWY,94.7855580968298,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
135935,,I405,FWY,83.8164122244238,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
135936,NW,I405 FWY-HWY 30,RAMP,9.86098261371944,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
192568,,,,56.359281197716,,,,,,
139838,SW,60TH,AVE,114.824533318065,,,,,,
140213,,I205,FWY,61.4965944618965,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
140523,SW,UPPER,DR,63.9500095239797,,,,,,
185439,,,,82.4563273796106,,,,,,
136853,,I405,FWY,79.2979154761561,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
136906,,I5,FWY,78.9204591026737,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
104698,NE,ROBBINS,ST,79.5683786543282,,,,,,
195479,,,,25.1668229290313,,,,,,
185443,,,,11.3861401381289,,,,,,
137202,,I5,FWY,159.726591724142,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
137209,,I5,FWY,159.608954238672,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
137487,,I5,FWY,157.824554066539,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
137600,,I405,FWY,7.70375876996718,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
193916,,,,78.3920312224143,,,,,,
150547,NW,HWY 30,,173.176252721018,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
138086,,I405,FWY,82.0678768725323,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
193241,,,,39.8390515151456,,,,,,
138098,,I205,FWY,198.182881306517,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
102130,,,,113.814216156041,,,,,,
138172,,I405,FWY,80.1421116338613,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
138198,,I405,FWY,102.657874366007,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
138239,,I405,FWY,31.578490089003,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
138248,,I405,FWY,58.4356935001625,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
138333,,I405,FWY,81.2549482355652,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
718323,,,,1356.35044844265,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
138406,,I205,FWY,403.742214915758,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
718388,,,,7.30929278787824,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
138410,,I205,FWY,205.668604588088,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
718337,,,,24.8040855698668,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
138437,,I405,FWY,79.3270354312165,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
718872,,,,115.373927438252,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
138445,,I405,FWY,79.1753900394227,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
718892,,,,2.19137722080139,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
138561,,I405,FWY,79.2910954330915,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
138583,,I405,FWY,19.6067540048655,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
138781,,I405,FWY,71.4391914618945,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
138843,,I405,FWY,78.3620055956137,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
195518,,,,93.8085119940371,,,,,,
139029,,I5,FWY,182.909369408017,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
719097,,,,5.12881746831038,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
139090,,I405,FWY,160.898244265504,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
139105,,I205,FWY,144.810456043077,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
719054,,,,75.5179637613192,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
719252,,,,61.4685891031647,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
139111,,I205,FWY,30.1942850861039,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
719253,,,,12.5413268798554,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
719354,,,,4.3148444987373,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
719355,,,,1.79653840484923,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
139236,,I405,FWY,77.7567632232479,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
719393,,,,5.08502243666728,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
102320,,,,68.966180634915,,,,,,
719440,,,,2.04169690757825,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
719441,,,,106.57626064155,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
719567,,,,9.06024652312754,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
719568,,,,9.57070591006075,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
719692,,,,10.3833330544475,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
139788,,I405,FWY,194.815937595224,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
139833,,I405,FWY,22.5767109775718,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
719846,,,,7.72616766434534,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
140227,,I405,FWY,107.832203578738,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
719872,,,,9.07650137557576,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
719873,,,,64.2676786126364,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
719918,,,,7.04847441157555,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
121832,,,,53.7803685976767,,,,,,
719919,,,,13.3586171625252,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
738872,,,,19.1789490647116,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
170858,,GATEWAY TC,,17.1843173508287,,,,,,
190199,,I405,FWY,99.8024656767237,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
740773,,,,107.067567439245,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
740774,,,,82.5268439586048,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
740788,,,,9.56091148511207,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
741734,,,,34.5397977745654,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
750435,,,,11.5791872112236,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
750438,,,,224.619483889164,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
750446,,,,25.2227802948645,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
750447,,,,22.9790605199902,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
752948,,,,86.4140396588259,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
756131,,,,695.189833446629,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
190198,,I405,FWY,161.597622021205,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
190176,SW,CANYON,CT,123.362373096232,,,,,,
195517,,,,310.267841519777,,,,,,
140384,,I405,FWY,46.3876536787989,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
140413,,I405,FWY,57.2996126038793,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
140418,,I405,FWY,43.2286726355199,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
140566,,I405,FWY,230.044422900991,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
901702419,,,,10.1677327610108,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
140658,SW,I405 FWY-MARQUAM BRG,RAMP,78.5167446822415,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
191107,N,VAN HOUTEN,CT,196.711478748794,,,,,,
140660,SW,I405 FWY-MARQUAM BRG,RAMP,113.049821108004,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
140676,,I5,FWY,210.689553895617,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
901703175,,,,16.9110003525459,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
901703243,,,,8.77846035822102,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
140684,,I205,FWY,296.257510604412,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
140885,,I5,FWY,228.737911035223,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
140898,,I5,FWY,80.8481943497682,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
140958,,I5,FWY,342.24663571154,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
901704016,,,,83.7363896855761,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
140959,,I5,FWY,221.867912320491,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
901705021,,,,242.866373000291,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
141097,SW,I5 FWY-MACADAM AVE,RAMP,567.042402109275,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
141098,,I5,FWY,15.9516209653196,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
141111,,I5,FWY,643.370779298578,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
196058,,,,167.885568066696,,,,,,
141423,,I205,FWY,22.3212083799132,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
141467,,I205,FWY,23.5317746881949,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
141468,,I205,FWY,23.1274150647512,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
901713550,,,,313.412672173562,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
193077,,,,92.9636880720938,,,,,,
192908,,,,63.2505874301777,,,,,,
191475,SE,GRANT,ST,23.412357541313,,,,,,
902700156,,,,70.5721367627416,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
141618,,I205,FWY,24.6357260649564,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
902700236,,,,34.7075342546829,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
902700242,,,,543.080549634532,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
141750,,I205,FWY,424.683294038355,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
141836,,I205,FWY,105.824113657663,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
141837,,I205,FWY,136.245615153684,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
141851,,I205,FWY,52.5273426033784,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
142160,,I5,FWY,165.157748672255,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
142041,,I5,FWY,658.152243428692,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
902701200,,,,8.83739099058628,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
191656,NE,AIRPORT PERIMETER,RD,1531.29970022625,,,,,,
142067,,I5,FWY,217.872351745906,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
142119,,I5,FWY,66.4941017504295,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
142143,,I5,FWY,121.320414845673,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
142210,,I5,FWY,21.4259760783225,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
142282,,I5,FWY,430.820331713999,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
142290,,I5,FWY,23.775624495903,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
142292,,I5,FWY,446.232450888974,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
142296,,I5,FWY,26.5741316802061,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
142308,,I5,FWY,26.1303750644425,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
142357,,I205,FWY,425.061361271598,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
142358,,I205,FWY,353.717832743823,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
142525,,I5,FWY,290.910359299736,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
142558,SW,HUBER ST-I5 FWY,RAMP,310.521438748076,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
150861,,I5,FWY,683.663078212986,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
150862,,I5,FWY,651.71275137624,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
192188,SE,TENINO,CT,91.5643036872713,,,,,,
902703175,,,,27.384360852892,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
901196132,,,,29.9433932906,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
902704318,,,,19.7441274382985,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
151786,,I5,FWY,226.82739425388,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
151787,,I5,FWY,99.1381003486489,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
151795,,I405,FWY,19.9054869539285,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
151796,,I405,FWY,24.5278898335354,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
195457,,,,111.720417368429,,,,,,
192855,,,,84.2368845877796,,,,,,
902717382,,,,67.0201749706261,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
152033,,I405,FWY,115.926945983624,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
160109,,I205,FWY,333.849876576666,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
195273,,,,138.064029694569,,,,,,
196150,,,,30.7590845895069,,,,,,
902729811,,,,150.087808391144,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
160941,NE,AIRPORT WAY-I205 FWY,RAMP,108.745314111542,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
171105,,I84,FWY,686.006794938723,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
903704208,,,,20.4163834975427,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
903704016,,,,502.459251949809,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
